id_item;pontuacao;identificador;texto;id_questao
1356;5;D;Uma morte está associada às variações da “Guerra ao Terror” e a outra ao modo de apagamento de populações indígenas que foi sendo incorporado na sociedade brasileira, onde se valoriza, no máximo, o passado, mas não o presente desses povos.;367
1357;5;A;É reveladora de um longo processo de invisibilidade dos povos indígenas no Brasil, pois na foto nem a vítima é exibida.;368
1358;1;B;Expressa partes visíveis e invisíveis, sendo que entre as primeiras estão os chinelos e os brinquedos de plástico.;368
1359;4;C;Pode ser usada para indicar a importância do episódio e a necessidade de se debater as condições dos grupos indígenas no presente.;368
1360;0;D;Diferente do que afirma a jornalista, na foto não há a presença da vítima e assim ela não pode documentar o que aconteceu.;368
1361;1;A;"O primeiro reúne propagandas de venda de sanguessugas; o segundo é um manual médico com técnicas de tratamento.";370
1362;4;B;Os anúncios são de lojas oferecendo o aluguel de Bichas (sanguessugas) para fins terapêuticos por barbeiros.;370
1363;0;C;Apesar da tradição, essa prática já havia sido proibida pelo governo por ser perigosa.;370
1364;5;D;O Guia de Chernoviz orientou gerações que consideravam eficazes as terapias com sanguessugas.;370
1365;5;A;O rio Doce tem sua importância econômica e exploração marcadas desde o período colonial.;371
1366;1;B;D. João VI rege diretrizes de expansão e de ocupação dos territórios do reino do Brasil.;371
1367;0;C;A construção de estradas estava atrelada à presença fabril na região.;371
1368;4;D;"São chamadas de ""sertão"" as terras que ainda não estavam sob total controle dos portugueses.";371
1369;1;A;Apresenta dois planos: homens vestidos subjugando uma mulher nua.;372
1370;4;B;Remete às expedições bandeirantes que adentravam o território.;372
1371;5;C;O artista questiona uma certa imagem heroica associada aos bandeirantes.;372
1372;0;D;A pele mais clara da mulher evidencia a sua origem europeia.;372
1373;0;A;Mossoró foi o primeiro município no Brasil a libertar todos os seus cativos em 1883.;373
1374;5;B;O discurso do jornal ressalta o heroísmo e omite outras causas para preservar uma memória.;373
1375;4;C;Ainda hoje, festividades e monumentos ajudam a preservar o discurso de vanguardismo da cidade.;373
1376;1;D;O jornal anunciou com júbilo o fim da escravidão em Mossoró, no Rio Grande do Norte.;373
1377;1;A;Trata-se do boletim da aluna Luba Gleser, do núcleo feminino em São Paulo.;374
1378;0;B;Em 1943, Gustavo Capanema proibiu boletins escolares em colégios femininos.;374
1379;5;C;Disciplinas como Polidez indicam a preocupação em reforçar modelos femininos de elite.;374
1380;4;D;O campo “Assinatura do pai ou tutor” relacionava a educação formal à figura masculina.;374
1381;0;A;O pedido de alistamento representava a necessidade das mulheres serem vistas apenas como mães.;375
1382;5;B;A negação do alistamento baseava-se nos costumes e não na legislação.;375
1383;4;C;O pedido faz parte dos esforços feministas pelo direito ao voto, aprovado em 1932.;375
1384;1;D;Diva Nolf Nazario solicitou participar das eleições com base na Constituição e teve o pedido negado.;375
1385;1;A;Monteiro Lobato nasceu em Taubaté e sua obra é voltada ao público infanto-juvenil.;376
1386;0;B;O conto compõe um quadro da decadência do Vale do Paraíba após a abolição.;376
1387;4;C;"O conto Negrinha sustenta-se em violências que tratam a criança negra como ""coisa"".";376
1388;5;D;Lobato posiciona personagens negras em inferioridade, como Negrinha e Tia Nastácia.;376
1389;5;A;Dispositivo legal que impedia encobrir o rosto para permitir o controle social.;377
1390;1;B;Proclamação do vice-rei determinando que ninguém no RJ andasse com rosto encoberto.;377
1391;4;C;A determinação deveria ser divulgada a “toque de caixas” para anúncio público.;377
1392;0;D;A determinação não tinha força de lei porque o Brasil seguia as Ordenações Filipinas.;377
1393;0;A;Traz um narrador que ascendeu socialmente.;378
1394;5;B;Ironiza o trabalho honesto como condição para moradia legalizada.;378
1395;1;C;Descreve a saga de um indivíduo para adquirir e legalizar sua moradia.;378
1396;4;D;Exige conhecimento prévio sobre São Paulo e o repertório do sambista.;378
1397;1;A;O poeta faz um jogo de palavras entre “mente” e a mentira constante no país.;379
1398;4;B;O poema faz referência ao atentado do Riocentro (1981) cometido por militares.;379
1399;0;C;No trecho, o poeta deixa transparecer seu alinhamento ao regime militar.;379
1400;5;D;O episódio evidenciou a manipulação pública e acelerou a redemocratização.;379
1401;4;A;"Pedro Weingärtner é um artista nascido no Rio Grande do Sul, descendente de
alemães, que fez sua formação e parte de sua carreira na Europa. No início do
século XX, sua obra ganhou destaque em exposições nacionais e internacionais.";381
1402;1;B;"Representa uma cena cotidiana de carreteiros gaúchos, onde é possível ver
homens sentados em roda, tomando chimarrão, próximos a uma fogueira e
rodeados por animais e paisagem regional.";381
1403;5;C;"Faz parte do conjunto de obras que corroboram para a construção de
determinada identidade visual do nativo do Rio Grande do Sul, processo que se
iniciou na elaboração da imagem do gaúcho.";381
1404;0;D;"É uma das obras mais expressivas do artista por apresentar uma prática que se
tornou indicativa da identidade gaúcha, a roda de chimarrão, e por sua paisagem
singular, diferente daquelas que aparecem em outras obras de Weingärtner.";381
1405;5;A;O diálogo, enquanto gênero textual, remonta à antiguidade clássica e a filósofos como Platão, assinalando preocupações pedagógicas.;382
1406;0;B;A comparação das índias com Diana e suas ninfas comprova a influência da mitologia greco-romana sobre os hábitos indígenas.;382
1407;1;C;Brandônio descreve o sertão como lugar do gentio bravio e propenso a guerras, mas, ao mesmo tempo, espaço de promessa de riquezas.;382
1408;4;D;Nos Diálogos, a presença indígena aparece como um empecilho à colonização e à ocupação territorial.;382
1409;0;A;O conjunto das charges demonstra a inflexibilidade de professores, alunos e imprensa no tocante ao projeto de reorganização escolar.;383
1410;5;B;O periódico paranaense repercutiu a proclamada reforma educacional como um ataque à instrução pública.;383
1411;4;C;As charges cumprem sua função como gênero textual, realizando uma sátira em tom burlesco e caricatural.;383
1412;1;D;O primeiro desenho indica uma relação direta entre os cofres públicos e o físico debilitado do professor.;383
1413;5;A;A prática musical era um expediente utilizado pelos jesuítas na conversão dos gentios, o que justifica a presença de instrumentos no inventário.;384
1414;1;B;O documento 1 é um inventário de sequestro dos bens do aldeamento jesuítico de Embu – SP, que lista instrumentos musicais.;384
1415;0;C;A presença de “saiotes e outros enfeites” sugere que os instrumentos eram utilizados na atuação jesuítica junto às mulheres Guarani.;384
1416;4;D;“Papéis de solfa” era a denominação dada a partituras musicais destinadas ao ensino do solfejo.;384
1417;1;A;Os documentos se referem à Companhia Negra de Revistas e à peça teatral “Tudo Preto”, de autoria de De Chocolat.;385
1418;4;B;Conforme o pesquisador, a peça, ao abordar o tema da mestiçagem, teve diferentes recepções e efeitos sobre seu público.;385
1419;0;C;O teatro de revista, com peças cômicas e festivas, não era o veículo apropriado para abordar temas raciais.;385
1420;5;D;Nas falas dos personagens da peça, há uma valorização ao elemento negro que utiliza brincadeiras e críticas recorrentes.;385
1421;4;A;Manoel Rebelo e Sousa pintou a abóboda da capela-mor da Igreja de Santa Efigênia, onde há um papa negro com barrete frígio.;386
1422;5;B;Lendária ou não, a figura de Chico Rei representa a identidade de determinado grupo e sua resistência à escravidão.;386
1423;1;C;O texto descreve os percursos e os métodos utilizados pelo pesquisador para propor uma nova leitura à imagem de Rugendas.;386
1424;0;D;A prancha de Rugendas potencializa elementos da cultura africana e omite sinais do catolicismo colonizador.;386
1425;0;A;A criação do Museu Real compõe uma política de acesso à educação e reafirma o caráter de “monarca esclarecido” de D. João VI.;387
1426;4;B;A palavra “riqueza” representa não apenas recursos econômicos, mas o potencial científico necessário para ser considerado civilizado.;387
1427;5;C;O documento atesta a indissociabilidade entre saber e poder, colocando a produção de conhecimento em relação instrumental com o poder político.;387
1428;1;D;Trata-se de um ato normativo que demonstra a estratégia de criar instituições científicas semelhantes às europeias na nova Corte.;387
1429;1;A;A fotografia da ganhadora dos prêmios Nobel oferece pistas sobre os hábitos do período no cenário nacional.;388
1430;0;B;A visita de Marie Curie ao Brasil não teve repercussão na imprensa, pois outros cientistas homens despertavam maior interesse.;388
1431;4;C;A FBPF, fundada por Bertha Lutz, defendia a educação e a profissionalização das mulheres brasileiras.;388
1432;5;D;A carência da atuação feminina na ciência pode ser compreendida enquanto desigualdade nas relações de gênero.;388
1433;4;A;O entrevistado explora as relações entre produção cultural e política, questionando o projeto modernista conservador.;389
1434;5;B;Como fonte historiográfica, permite compreender também o olhar do entrevistador ao conduzir o diálogo.;389
1435;0;C;Carlos Berriel atrela o privilégio racial ao desenvolvimento de sociedades hegemônicas e livres de corrupção.;389
1436;1;D;Apresenta o livro Tietê, Tejo e Sena, discutindo a compreensão do movimento modernista no Brasil.;389
1437;5;A;O governo brasileiro aprovou uma ley de pensão aos internados compulsoriamente, mas filhos separados exigem reparação semelhante.;390
1438;0;B;O uso da palavra “lepra” foi proibido em 1995, ajudando a reintegrar os doentes na sociedade.;390
1439;1;C;As lembranças, a Lei de 1949 e o texto acadêmico possibilitam entender como eram tratados os portadores e seus filhos.;390
1440;4;D;No Brasil, a internação compulsória em Asilos-colônia e de seus filhos em Preventórios fortaleceu o estigma da doença.;390
1441;0;A;Devido ao terror imposto pelo Estado, os guerrilheiros não tiveram apoio da população local.;391
1442;1;B;Ambos os documentos focalizam o medo da comunidade local frente aos desdobramentos da guerrilha.;391
1443;4;C;Os termos “esse povo” e “povo da mata” remetem aos guerrilheiros instalados na região.;391
1444;5;D;O acesso à história da Guerrilha foi dificultado por ações do Regime Militar para definir a memória nacional.;391
1445;1;A;Descreve a chegada de novos moradores na favela do Canindé e a situação de precariedade social que os aguardava.;393
1446;4;B;As metáforas dos desempregados como corvos e da cidade como sala de visitas dão o tom lírico e revelam uma estética “marginal”.;393
1447;0;C;O movimento da contracultura no Brasil foi responsável pelas poucas importância e circulação da obra na década de 1960.;393
1448;5;D;A metáfora do quarto de despejo remete a um lugar que abriga os elementos indesejáveis que não se quer visíveis na sala de visitas.;393
1449;0;A;O degredo era uma forma de punição utilizada pela Coroa no período colonial, na qual indivíduos ou grupos eram expulsos dos domínios.;394
1450;4;B;A maneira pela qual a Coroa enxergava os ciganos contribuiu para a consolidação de um estereótipo que ainda gera preconceito.;394
1451;1;C;A pena para aqueles que descumprissem as ordens era a de ser degredado do Brasil para a Ilha de São Tomé por toda a vida.;394
1452;5;D;A obrigatoriedade de os meninos aprenderem ofícios está ligada às intenções de apagar os costumes e hábitos culturais dos ciganos.;394
1453;1;A;O trabalho de menores era largamente utilizado pelos donos de fábricas, que por vezes não toleravam operários doentes.;395
1454;5;B;A luta operária e as arbitrariedades forçaram o Estado a produzir leis que regulassem as relações de trabalho.;395
1455;0;C;Os direitos estabelecidos pela CLT foram desrespeitados por donos de fábrica desde a abolição da escravidão.;395
1456;4;D;Os jornais operários denunciavam abusos cometidos por donos de fábricas nas primeiras décadas do século XX.;395
1457;5;A;Numa tentativa de síntese que vem do Colônia à ditadura, a canção reitera a ideia de três raças na formação do Brasil.;396
1458;0;B;A Inconfidência Mineira é citada por ter como uma de suas bandeiras a abolição da escravidão no território brasileiro.;396
1459;4;C;A canção, composta como samba-enredo a partir de um poema de Paulo César Pinheiro, foi gravada por Clara Nunes.;396
1460;1;D;Para o autor da letra, o “canto brasileiro” é um lamento dos sofrimentos de índios, escravos, inconfidentes e trabalhadores.;396
1461;4;A;Apesar da organização dos mineiros de carvão, outros setores como o têxtil tiveram significativa representatividade sindical.;397
1462;1;B;Trata-se de um informativo escrito pelo sindicato da indústria do vestuário de Criciúma e dirigido aos trabalhadores do setor.;397
1463;5;C;A expressão “Dar pano pra a manga” alertava os patrões que os trabalhadores estavam preparados para reivindicações.;397
1464;0;D;O baixo custo da venda do informativo garantiu ao sindicato dos vestuaristas a sua manutenção.;397
1465;4;A;Os Códigos de Posturas tinham por objetivo legislar sobre o espaço urbano, com regras de comportamento e convívio.;398
1466;0;B;O atestado de óbito de Antônia foi emitido pela Diretoria de Higiene mediante a punição de Zenon, enquadrado como curandeiro.;398
1467;5;C;O embate demonstra os esforços para deslegitimar, por meio de um discurso médico, outros tipos de saberes como a homeopatia.;398
1468;1;D;O Código de Posturas Municipais de 1928 proibia a prática do “curandeirismo” em Rio Branco, prevendo multa.;398
1469;5;A;As pêssankas eram um costume pagão incorporado pelo cristianismo, que dotou de novos significados uma arte tradicional.;399
1470;1;B;Os ovos pintados trazem desenhos e cores que simbolizam as forças da Natureza e qualidades humanas.;399
1471;0;C;Apesar das qualidades estéticas, as pêssankas não fazem parte do artesanato e da história do Brasil.;399
1472;4;D;A imigração ucraniana para o Brasil ocorreu no final do século XIX principalmente para o Paraná.;399
1473;1;A;"O primeiro é um decreto oficial sobre alteração de nomes de escolas; o segundo é uma reportagem que utiliza o decreto como fonte.";400
1474;5;B;Pela alteração dos nomes, o decreto seleciona quais personalidades devem integrar a memória e quais devem ser esquecidas.;400
1475;4;C;Dos 217 municípios do Maranhão, apenas 30 foram atingidos e foi na capital que ocorreu o maior número de alterações.;400
1476;0;D;Por ser um decreto, o texto não precisou ser votado na Assembleia Estadual do Maranhão, tornando-o inválido.;400
1477;0;A;O sucesso obtido com a extração do ouro permitiu que a região crescesse econômica e socialmente, tornando-se rica.;401
1478;4;B;A Serra Pelada foi considerada em 1980 o maior garimpo a céu aberto do mundo e explorada por grandes companhias.;401
1479;1;C;Trata-se de um registro de dezenas de pessoas que se movimentam por uma escada rudimentar carregando sacos.;401
1480;5;D;O ângulo escolhido pelo fotógrafo atesta e reforça a ideia de trabalho predatório e desumanizado.;401
1481;4;A;Para atender à agroindústria, a região centro-oeste tem investido em hidrelétricas que causam impactos no cerrado.;402
1482;0;B;As epidemias de febre amarela e dengue ajudaram a moldar Goiânia como uma fronteira cultural que dispersa transeuntes.;402
1483;5;C;O combate ao Aedes Aegypti tem sido focado na ação pessoal e pouco em aspectos como impacto ambiental de grandes obras.;402
1484;1;D;Epidemias recentes de febre amarela e dengue na região podem ser vinculadas aos impactos causados pela construção de barragens.;402
1485;5;A;A manipulação da opinião pública visando interesses privados não foi uma ação estritamente circunscrita ao período Vargas.;403
1486;1;B;No trecho, o autor mostra como a imprensa era utilizada para manipular a opinião pública na Era Vargas.;403
1487;4;C;O órgão responsável pela propaganda e promoção do chefe de estado no período era o DIP.;403
1488;0;D;A formação da opinião pública passou a ser punida com a Lei da Liberdade de Imprensa de 1953.;403
1489;5;A;Exemplos dentro e fora do Brasil mostram que governos tendem a interferir nos currículos escolares com o intuito de controlar a formação do pensamento crítico.;405
1490;1;B;No primeiro quadro fica evidente que a disciplina de História foi retirada do currículo obrigatório. O segundo quadro, publicado uma semana depois, devolve a possibilidade de História ser uma das disciplinas obrigatórias a serem definidas pela BNCC.;405
1491;4;C;A publicação das informações por meio de twitter oficial indica uma estratégia de fazer circular, nas redes sociais e visando um público jovem, uma informação resumida e imediata.;405
1492;0;D;As mudanças são um grande avanço para o Ensino Médio, e a rapidez para sua aprovação se deu atendendo ao clamor dos alunos que ocuparam as escolas pelo país.;405
1493;1;A;A história dos escravos africanos e seus descendentes no Brasil deve ser observada para além de estereótipos reforçados pelo senso comum.;406
1494;4;B;A figura de “Pai João” é encontrada em poesias e nas obras de folcloristas entre o fim do século XIX e meados do século XX, sempre descrito como o bom escravo, o preto velho sábio e submisso.;406
1495;5;C;Sozinhos, os conceitos de rebelião, submissão e paternalismo não dão conta de explicar a manutenção das relações de poder em uma sociedade tão desigual.;406
1496;0;D;Há na historiografia uma busca por novas leituras da atuação dos escravos baseada na anomia escrava.;406
1497;1;A;Os traços do pintor retratam o esforço coletivo dos homens e a simplicidade da embarcação.;407
1498;5;B;Raymundo Cela, em sua obra, retratou os jangadeiros cearenses, trazendo a representação do homem sertanejo que migrou para a realidade do litoral.;407
1499;0;C;A obra corrobora a afirmativa de Euclides da Cunha em Os Sertões de que “O sertanejo é, antes de tudo, um forte. Não tem o raquitismo exaustivo dos mestiços neurastênicos do litoral”.;407
1500;4;D;A jangada de troncos era bastante comum na atividade de pesca no litoral cearense àquela época.;407
1501;4;A;O fotógrafo havia trabalhado com o cineasta americano Orson Welles para produzir o documentário “É tudo verdade” nos anos 1940, o qual retratava a vida de quatro jangadeiros que haviam viajaram à capital federal.;408
1502;0;B;O fotógrafo buscou a aceitação comercial por parte do público plagiando, por meio de suas lentes, o quadro já célebre.;408
1503;5;C;A repetição das formas, do enfoque e dos motivos no quadro e na fotografia faz parte da construção de uma imagem sobre o jangadeiro cearense como um homem forte.;408
1504;1;D;Chico Albuquerque, por meio de outra linguagem visual – a fotografia –, também registra o trabalho e os corpos dos jangadeiros cearenses.;408
1505;0;A;O registro de marcas da oralidade na grafia de palavras em textos e documentos constitui um empecilho para os pesquisadores que mapeiam as transformações da língua portuguesa.;409
1506;4;B;"Pode-se destacar como exemplo de transformação da língua portuguesa ao longo do tempo o caso do pronome você, redução de vossa mercê e de vosmecê, transformado hoje no coloquial ""você"" (ou ""cê"").";409
1507;1;C;"O texto indica que a pronúncia do ""R caipira"" não é uma exclusividade do interior paulista, sendo encontrado também em regiões do Mato Grosso, Mato Grosso do Sul e Minas Gerais.";409
1508;5;D;Variações na grafia e pronúncia de palavras ao longo do tempo são promovidas pela circulação de pessoas e culturas, comprovando que a língua está em constante transformação.;409
1509;5;A;A arqueologia amplia o conhecimento sobre os africanos escravizados e seus descendentes, em especial nas sociedades onde há escassez de fontes escritas produzidas pelos escravos sobre sua vida cotidiana.;410
1510;0;B;A arqueologia escrava ou arqueologia da diáspora desvirtua o sentido do trabalho dos arqueólogos, que é estudar as populações pré-históricas de origem indígena.;410
1511;1;C;A arqueologia analisa os vestígios materiais deixados pelo homem e, a partir destes, investigiga hipóteses sobre as relações sociais, os usos e costumes do passado e do presente.;410
1512;4;D;A zooarqueologia, que se liga à arqueologia, mas também à biologia, estuda vestígios de origem animal em sítios com presença humana e possibilita, por exemplo, entender hábitos alimentares e sociais das comunidades estudadas.;410
1513;0;A;O relato narra a queima de uma casa e dos restos mortais de um antepassado dos indígenas como forma de estancar a propagação de doenças na aldeia outrora muito povoada.;411
1514;5;B;A presença do corpo de um dos antepassados dos tapajós indica a preservação de símbolos, rituais e crenças indígenas no espaço do aldeamento jesuítico.;411
1515;4;C;A atuação dos missionários se dava por várias formas, inclusive com ataques reais e simbólicos às crenças nativas.;411
1516;1;D;O relato expressa a satisfação do missionário com a queima da casa e dos restos mortais de um dos antepassados dos tapajós, que ele próprio não havia conseguido levar a cabo.;411
1517;4;A;A cidade de Santos era, na segunda metade do século XVI, um importante entreposto da colonização portuguesa, contando com uma alfândega, bem como com a presença de jesuítas e carmelitas, devotados à catequização dos indígenas e manutenção da polícia entre os europeus.;412
1518;1;B;Os corsários Knivet e Davies, durante o saque à cidade de Santos, foram agentes e testemunhas de diversas ações violentas dirigidas à população e às instalações presentes na região.;412
1519;5;C;A história da presença europeia no Brasil do século XVI deve ser compreendida a partir das relações ambíguas estabelecidas com as populações indígenas, as quais podiam aproveitar tensões e rivalidades para a consecução de objetivos econômicos e políticos.;412
1520;0;D;A expedição da qual participavam Knivet e Davies tinha como objetivo resgatar os habitantes da cidade de Santos da violência praticada pelas populações indígenas da região.;412
1521;1;A;Sua construção baseia-se em um polígono com baluartes em forma de flechas.;413
1522;0;B;O tombamento da fortaleza como patrimônio histórico brasileiro foi negado porque seu projeto arquitetônico é de origem europeia.;413
1523;4;C;É um exemplo de edificação do período colonial que revela estratégias de ocupação e defesa do território brasileiro.;413
1524;5;D;Hoje ponto turístico situado às margens do Rio Amazonas, é exemplo de como o passado colonial é incorporado ao contemporâneo.;413
1525;4;A;Nos dois textos, os pais não acreditavam que veriam um futuro melhor e pedem aos seus filhos que resistam, não esqueçam do que era viver com medo e que mudem o futuro para as gerações futuras.;414
1526;1;B;Trata-se de uma canção e de um poema, nos quais pais falam aos seus filhos sobre a dor de seu tempo.;414
1527;0;C;Os documentos denunciam a destruição ecológica promovida pela ditadura militar, em que o crescimento industrial acelerado, proporcionado pelo Milagre Econômico, poluía o meio-ambiente de forma descontrolada.;414
1528;5;D;Há uma desesperança que permeia os dois textos sobre o presente e o futuro dos filhos em um período em que a repressão e o medo eram diários, em um contexto de censura, desaparecimentos e tortura.;414
1529;1;A;Leonardo Sakamoto e Silvio Oksman reconhecem outras histórias associadas aos bandeirantes e propõem formas diferentes de lidar com os símbolos. Em comum, mostram-se pouco desconfortáveis com as tintas.;416
1530;5;B;"A celebração do passado por meio da construção de monumentos é uma prática recorrente nas sociedades e podem resultar no surgimento de ""lugares de memória"" que estão sujeitos a alterações ao longo do tempo.";416
1531;4;C;O debate político sobre pichações e arte protagonizado por Marta Suplicy e João Doria, e inclusive seus desdobramentos, torna evidente o desconforto de partes da sociedade com as formas de apropriação e demarcação do espaço urbano.;416
1532;0;D;Esses monumentos são esculturas elaboradas a partir dos referenciais clássicos de representação do corpo humano, característica notada na proporção renascentista entre as partes que compõem os corpos.;416
1533;5;A;A relação entre indígenas e civilizados se dá na perspectiva de ambas as culturas, pois os índios também aplicam seus interesses e constroem significados durante esse contato.;417
1534;1;B;As marcas de um estudo acadêmico definem o texto, como a citação a pesquisas anteriores e a diferenciação entre nomes atribuídos popularmente aos povos indígenas e seus equivalentes oficiais.;417
1535;0;C;Curt Unckel incorporou o nome, os costumes e as crenças dos povos Timbira, inaugurando uma prática que então ficou comum entre antropólogos de todo o mundo, de viverem por um período imersos junto aos povos que estudam.;417
1536;4;D;O pesquisador questiona o casamento como referência cultural universal, indicando que essa não seria uma premissa indígena.;417
1537;4;A;Carmem Portinho concluiu o curso de Engenharia Civil pela Escola Politécnica do Rio de Janeiro, em 1926, sendo uma das primeiras mulheres a se formar na área e criou a Escola Superior de Desenho Industrial (ESDI).;418
1538;5;B;O não reconhecimento da atuação de mulheres nas áreas de arquitetura e engenharia (por exemplo com a quase inexistência de prêmios ou homenagens), continua a ser uma prática também nos dias atuais, reforçando preconceitos de gênero.;418
1539;1;C;A União Universitária Feminina, fundada a partir da atuação de mulheres que se destacavam intelectual e politicamente no período, como Carmem Portinho e Bertha Lutz, tinha como objetivo incentivar e apoiar o ingresso de mulheres no ensino superior.;418
1540;0;D;Ao afirmar que não sofria preconceito na Escola Politécnica, a engenheira desmistifica a dominação masculina nos ambientes de ensino na primeira metade do século XX no país.;418
1541;1;A;São apresentações de manuais de História do Brasil escritas pelos autores Afrânio Peixoto e José Francisco da Rocha Pombo.;419
1542;0;B;Foram escritos por autores renomados, que alcançaram reconhecimento por fundarem a primeira universidade do Paraná.;419
1543;4;C;Destacam o civismo e o patriotismo como elementos fundamentais para a construção de um futuro para a jovem república brasileira.;419
1544;5;D;Sintetizam a importância do ensino de uma história pátria para a formação de um sentimento de pertencimento à nação, típico daquele momento.;419
1545;5;A;A relação de dominação metrópole-colônia não significou a impossibilidade de criação cultural local.;420
1546;1;B;A vida cultural na região de exploração das minas no século XVIII era regrada pela metrópole portuguesa.;420
1547;0;C;O ritmo agitado da Missa em Fá Maior de Lobo Mesquita indica a efervescência da vida urbana das Minas Gerais no século XVIII.;420
1548;4;D;A celebração das missas em datas específicas coincidia com a oportunidade para apreciação de peças musicais.;420
1549;4;A;O castigo físico em público era parte do processo disciplinador de escravos e era empregado para afirmar a autoridade dos senhores.;421
1550;0;B;Por meio do personagem Prudêncio, o autor expressa a maldade inerente aos escravizados mesmo após a conquista da liberdade.;421
1551;5;C;A atitude de Prudêncio evidencia relações sociais do Brasil Império, como a desejada submissão de escravos aos seus senhores e de libertos aos seus patronos.;421
1552;1;D;Brás Cubas é um defunto narrador que recupera suas memórias, buscando apresentar ao leitor sua trajetória de vida.;421
1553;1;A;O mapa enfatiza as colônias portuguesas de além-mar e suas áreas de navegação, inclusive o território que depois se tornaria o Brasil, descoberto em 1500.;422
1554;0;B;Dada a escassez de conhecimento sobre os territórios do mundo, os mapas eram compartilhados entre diferentes nações, a exemplo desse Planisfério que foi cedido pelo governo português ao italiano Alberto Cantino.;422
1555;4;C;O Planisfério é a mais antiga representação cartográfica ainda existente do território do atual Brasil, então pouco conhecido pelos europeus, e traz representações de sua fauna e flora.;422
1556;5;D;No Planisfério de Cantino, além das orientações geográficas, linhas de trópicos e linha do Equador, é possível observar a cartografia política como, por exemplo, a linha azul que passa sobre o continente americano e representa o Tratado de Tordesilhas (1494).;422
1557;5;A;Traz um alerta às leitoras sobre os perigos que as práticas cotidianas e corriqueiras podem representar no interior de uma sociedade marcada pelo domínio masculino.;423
1558;1;B;Descreve algumas modificações na forma de se lacrar as correspondências ao longo do tempo, destacando práticas que foram sendo abandonadas.;423
1559;0;C;Traz um elogio aos avanços nas formas de se lidar com a correspondência, especialmente pela substituição de obreias por goma arábica, garantindo maior segurança nas trocas de missivas.;423
1560;4;D;Demonstra como as cores das fitas utilizadas permitiam identificar imediatamente o tipo de carta o que, dependendo de seu conteúdo, colocava em risco tanto o remetente quanto o destinatário.;423
1561;1;A;Trata-se de um artigo publicado, em 1888, num periódico direcionado às mulheres da província do Alagoas.;424
1562;4;B;"Ignez Sabino Pinho Maia, escritora baiana, é autora do romance ""Lutas do Coração"", além de poesias e dezenas de artigos para periódicos.";424
1563;5;C;A prática de escrever e fundar jornais femininos era bastante comum no século XIX, tendo como uma das prerrogativas a emancipação feminina.;424
1564;0;D;Ignez Sabino destaca-se por sua luta contra a marginalização feminina no âmbito da política e por direitos igualitários entre homens e mulheres, posicionando-se contra o casamento.;424
1565;0;A;Ao enfatizar personagens históricos como escravos ou operários a história torna-se parcial e se afasta dos ideais de democracia.;425
1566;4;B;"O livro ""1930 - O Silêncio dos Vencidos"", propunha uma nova cronologia dos acontecimentos históricos a partir do ponto de vista dos vencidos, ou seja, dos silenciados.";425
1567;5;C;Questionar uma história narrada a partir da perspectiva dos vencedores implica também desafiar usos políticos que os regimes de exceção fazem da história.;425
1568;1;D;Numa narrativa sobre si mesmo, o historiador mostra como sua obra parte de suas leituras, formação e escolhas, num contexto nacional mas também internacional.;425
1569;5;A;Para os compositores, desigualdades e racismo são incompatíveis com a cidadania...;427
1570;1;B;A canção relaciona a pobreza ao racismo. Brancos pobres são tratados como pretos...;427
1571;0;C;A canção remete à imigração em massa de haitianos para o Brasil...;427
1572;4;D;A canção menciona o Haiti, aludindo à revolta escrava...;427
1573;4;A;Artefato existente desde a Idade Média... a Roda dos Expostos deixava para a caridade...;428
1574;0;B;Era comum que meninas enjeitadas encontrassem proteção...;428
1575;5;C;A existência da Roda até o séc. XX indica a permanência das relações patriarcais...;428
1576;1;D;O bilhete denota que desejava-se manter algum vínculo com a criança...;428
1577;1;A;Predominam na composição simetrias e linhas bem definidas.;429
1578;5;B;A obra traz elementos do ciclo da vida em uma narrativa mítica sobre um nordeste fantástico.;429
1579;4;C;A literatura de cordel é um importante referencial estético.;429
1580;0;D;Os traços grosseiros indicam baixo desenvolvimento formal.;429
1581;0;A;A existência de traços culturais comuns permite a percepção de uma unidade cultural no continente...;430
1582;4;B;O trauma da escravidão permite a percepção de traços partilhados entre os grupos bantu...;430
1583;1;C;Os grupos kikongo, kimbundu e umbundu pertencem à família bantu...;430
1584;5;D;O protagonismo dos africanos precede o discurso científico do séc. XIX.;430
1585;1;A;Os documentos se relacionam à Reforma do Ensino do Regime Militar.;431
1586;4;B;A presença de princípios militares buscava controlar a moral social dos cidadãos.;431
1587;5;C;A reforma educacional visava a legitimação do governo autoritário.;431
1588;0;D;A defesa de uma consciência cívica esteve vinculada à valorização da disciplina de História.;431
1589;4;A;Defende uma história a partir dos pontos de vista indígenas...;432
1590;1;B;Indica a importância da pluralidade da história indígena...;432
1591;0;C;Propõe uma história indígena em oposição à história dos índios no Brasil...;432
1592;5;D;Critica a história como única forma de conhecimento e o documento escrito como testemunho privilegiado.;432
1593;5;A;Era uma torcida irreverente que surgiu de uma boate gay e buscava romper com o machismo.;433
1594;0;B;Surgiu para afrontar equipes rivais e testar a censura.;433
1595;1;C;Era conhecida como “pé quente”, animando torcedores com marchinhas.;433
1596;4;D;Motivou a criação de outras torcidas gays como Interflowers e Flu-Gay.;433
1597;1;A;O caráter descritivo é um traço comum a todos.;434
